상품번호,순위,도서명,부제목,저자,출판사,출판일,정가,할인가,할인율,판매지수,리뷰건수,평점,태그,이미지URL
S000220500994,11,어떻게 살아낼 것인가,"10년에 걸친 연구, 34명의 삶, 총 2,809년의 생애 데이터로 밝혀낸
인생의 전환기를 통과하는 법

커리어의 정체, 번아웃, 은퇴, 상실…
삶의 전환기를 통과하는 모든 이들을 위한 책

20년간 아마존 경제경영 베스트셀러에 오른 《좋은 기업을 넘어 위대한 기업으로》의 저자 짐 콜린스가 신작 《어떻게 살아낼 것인가》로 돌아왔다. 세계적인 경영학자이자 비즈니스 구루인 그는 지난 30여 년간 위대한 기업과 리더의 조건을 연구하며 수많은 독자들에게 깊은 영향을 미쳐왔다. 그런 짐 콜린스가 이번에는 기업이 아닌 '인간의 삶' 자체를 연구 대상으로 삼았다. 그는 10년에 걸쳐 34명의 삶, 총 2,809년에 이르는 압도적인 생애 데이터를 추적하며 한 가지 질문에 몰두했다. 삶이 무너진 뒤, 사람은 어떻게 다시 자신을 만들어가는가.

《어떻게 살아낼 것인가》는 단순히 성공의 공식을 말하는 책이 아니다. 오히려 성공과 실패를 동시에 바라보며 누구나 삶에서 반복적으로 마주하게 되는 인생의 전환기를 어떻게 통과할 것인지를 탐구하는 인생 재건서다. 저자는 성공을 유지한 인물과 좌절 이후 다시 일어선 사람들의 생애를 깊이 분석하며, 삶의 위기 앞에서 자신을 재생시키는 공통의 원칙들을 발견해낸다.

성공했던 록 뮤지션, 명성을 잃은 공인, 목표를 달성한 운동선수와 사회운동가 등 다양한 인물들의 삶을 비교 분석하며, 인간은 어떻게 다시 삶의 방향을 찾고 새로운 의미를 만들어가는지를 보여준다. 성공 공식을 제시하는 대신, 무너진 뒤에도 다시 삶을 만들어가는 힘을 이야기한다는 점에서 기존 자기계발서와는 결이 다르다.

특히 이번 책은 짐 콜린스가 처음으로 자신의 이야기를 깊이 있게 풀어낸 책이라는 점에서도 의미가 크다. 그는 이 프로젝트를 통해 자신의 사고방식과 감정, 삶을 바라보는 태도까지 근본적으로 변화했다고 고백한다. “삶을 어떻게 만들어갈 것인가.” 이 질문에서 출발한 이 책은 결국 삶의 방향과 자기 이해에 관한 가장 본질적인 통찰로 이어진다. 오랫동안 위대한 기업의 조건을 연구해온 저자가 이제는 오래 살아남는 삶의 조건을 이야기한다는 점에서, 《어떻게 살아낼 것인가》는 짐 콜린스 사상의 새로운 전환점이자 완결편이라 할 수 있다.",짐 콜린스,필름(Feelm),2026-07-15,29800,26820,10,0,12,10.0,자기계발,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791124468272.jpg
S000220342712,12,부자들은 절대 속지 않는 돈의 함정,"매일 가계부를 쓰고 최저가를 검색하며 허리띠를 졸라매는데도 어쩐지 통장 잔고는 늘 제자리걸음이다. 이는 단순히 당신의 의지가 부족하거나 운이 없어서가 아니다. 우리는 흔히 돈을 아끼는 것이 곧 부로 가는 지름길이라 믿으며 살아간다. 하지만 역설적으로 그 절약에 대한 강박이 오히려 우리의 소중한 재산을 소리 없이 갉아먹는 주범이 되기도 한다. 할인쿠폰을 사용하기 위해 굳이 필요 없는 물건을 장바구니에 더 담거나, 당장의 지출을 줄이려다 미래의 더 큰 수익을 가져다줄 ‘기회’라는 자산을 놓치는 순간, 당신의 돈은 눈에 보이지 않는 미세한 균열을 일으키며 끊임없이 빠져나가게 된다. 이런 현상이 반복되는 근본적인 이유는 돈이 움직이는 세상의 원리를 읽어 내는 ‘인지의 힘’을 충분히 기르지 못했기 때문이다. 

저자는 이 책에서 우리가 벌 수 있는 돈은 결국 자신의 ‘인지 수준’에 대한 보상이라고 말한다. 우연히 큰돈을 손에 넣더라도 그 부를 담아낼 인지적 그릇이 준비되어 있지 않다면, 자산은 결국 다시 원래의 수준으로 돌아가게 된다는 것이다. 이는 단순한 재테크 기술보다 돈을 바라보는 인식과 판단력이 훨씬 중요하다는 사실을 보여 준다.
재테크의 성패는 얼마나 많이 저축하느냐보다 가치와 가격의 차이를 구분하고, 잘못된 선택에서 얼마나 빠르게 벗어날 수 있는가에 달려 있다. 예를 들어, 직장과 가까운 곳 대신 더 저렴한 외곽 지역의 집을 선택하는 것은 당장 돈을 절약하는 것처럼 보일 수 있다. 그러나 매일 출퇴근에 소비되는 시간과 에너지, 그리고 그 시간을 자기 계발이나 새로운 기회에 투자했을 때 얻을 수 있는 가능성까지 함께 고려한다면, 그것은 또 다른 형태의 손실이 될 수도 있다. 저자는 이처럼 우리가 일상에서 반복하는 경제적 판단 착오를 확률과 게임 이론, 행동경제학의 관점에서 풀어내며 독자 스스로 자신의 ‘인생 장부’를 다시 점검하도록 이끈다.

열심히 벌고 아끼는데도 왜 돈이 모이지 않는지 궁금했다면, 이 책은 그 이유를 새로운 시각으로 보여 줄 것이다. 경제학과 금융의 기본 원리를 통해 세상이 움직이는 방식을 이해하고, 그 흐름 속에서 자산을 지키고 키워 나갈 수 있는 현실적인 사고의 기준을 얻게 될 것이다.",셰종보,더페이지,2026-07-20,18800,16920,10,0,3,10.0,자기계발,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791194156437.jpg
S000220119415,13,나의 첫 번째 부동산 교과서,"50만 베스트셀러 작가이자 드라마 원작 소설 《서울 자가에 대기업 다니는 김 부장 이야기》로 큰 사랑을 받은 송희구 저자가 전국 문화센터 강연을 매진시키며, 출간 문의가 쇄도했던 ‘부동산 강의’로 3년 만에 독자 곁을 찾아왔다. 전작과 같이 소설의 형식을 빌려와 복잡하고 어렵게만 느껴지는 부동산의 세계를 아주 쉽게 풀어 설명한 ‘스토리텔링 부동산 책’이다.
무주택자이자 부동산 초보인 주인공 ‘초보라’는 집주인으로부터 전세 만기와 동시에 월세 전환을 통보받는다. 그렇게 쫓겨나기 직전, 보라는 자신이 부동산이라는 거대한 현실 앞에서 철저한 ‘생초보’였음을 뼈저리게 깨닫는다. 집값은 대체 왜 이렇게 오르고, 또 떨어지는지, 입지와 호재는 또 무슨 뜻인지, 부족한 예산을 채워줄 대출에는 어떤 종류가 있는지, 심지어 집을 사는 방법조차 제대로 알지 못했던 보라가 부동산 전문가 ‘초고수’를 만나 본격적인 ‘부동산 과외’를 시작한다.
새하얀 도화지 같던 보라의 머릿속에 부동산의 시세 흐름, 입지 분석, 레버리지, 재개발과 재건축, 매매 계약의 조건 등 실전 부동산 지식이 차곡차곡 쌓여간다. 과연 보라는 ‘전세 만기, 월세 전환’의 거센 폭풍을 무사히 넘기고, 평생 쫓겨날 일 없는 ‘진짜 내 집’을 마련할 수 있을까?",송희구,서삼독,2026-06-23,23000,20700,10,0,139,9.87,경제/경영,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791193904435.jpg
S000217115740,14,다크 심리학(20만 부 한정판 스페셜 에디션),"‘다크 심리학’은 인간 본성의 어두운 면을 탐구하여 타인의 감정을 조종하거나 조작하는 기술을 융합한 것이다. 그런데 최근 들어 수많은 사람이 다크 심리학에 깊은 관심을 보인다. 과연 왜 그럴까? 바로 힘과 지혜, 권력과 지식을 통해 자신의 현재 삶을 바꾸고 싶은 인간의 심리가 기저에 깔려 있기 때문이다.
국내 최초 다크 심리학을 기반한 심리 기술을 담아낸 《다크 심리학》은 인간의 본성, 그 ‘어두운 프로그래밍’을 실전 기술로 해부한 책이다. 이 책에 담긴 ‘다크 심리 기술’은 우리가 실생활에서 타인을 설득(조종)하고, 갈등을 해결(조작)할 수 있는 탁월한 방법들을 정리한 것이다. 이를 통해 누구나 다양한 관계에서 만연한 심리적 조작에서 벗어날 수 있으며, 반대로 나에게 유리하게 이끄는 기술을 배울 수 있다.
사실 ‘다크 심리 기술’은 새로운 지식이 아니다. 인류의 오랜 역사 속에서 계속 반복되어 온 권력 획득과 유지의 법칙을 현대적으로 재해석한 것이다. 그런데 ‘이 기술’을 이미 다른 사람들에게 강력한 무기로 쓰는 사람들이 있다. 그러나 대다수의 사람은 아무것도 모른 채 그냥 조종당하고 있을 뿐이다. 세상의 모든 것은 설계되어 있다. 그런데 당신은 아무 설계도 없이 살아온 것이다.
이 책은 이미 조종당하고 있는 이들을 위한 ‘생존 설명서’와 같다. 이 책을 통해 ‘어둠의 구조’와 전략을 알게 된다면, 더는 ‘당하는 희생자’가 아니다. 더 나아가 필요하다면 ‘어둠의 기술’들을 창의적으로 재구성할 수도 있다. 지금, 당신이 살아남기 위해 가장 먼저 읽어야 할 책. 《다크 심리학》을 꼭 만나기를 바란다.",다크 사이드 프로젝트,어센딩,2026-05-22,21900,19710,10,0,913,9.26,인문,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791198754080.jpg
S000220563310,15,이런 말 자주 하면 부자 될 징조입니다,"웅진그룹 윤석금 회장이 신간 『이런 말 자주 하면 부자 될 징조입니다』를 펴냈다. 몇 해 전 펴낸 『말의 힘』이 뜻밖에 20~30대 독자들에게 좋은 반응을 얻은 것이 이 책의 출발점이 되었다. 그가 만나는 요즘 젊은 세대가 던지는 질문은 하나였다. “어떻게 하면 돈을 많이 벌 수 있을까요?” 저자는 그 현실적인 욕망을 피하지 않고 정면으로 마주한다. 다만, 무일푼에서 시작해 대기업을 일군 그가 믿는 진실은 이것이다. 돈은 뒤쫓는 게 아니라 따라오게 만들어야 한다는 것. 당장 통장에 돈이 들어오는 이야기를 원하는 독자에게, 윤석금 회장은 자신의 인생을 관통해온 ‘돈을 끌어당기는 근본적인 방법’을 알려주기 위해 다시 펜을 들었다. 
정말 부자가 되는 사람은 무엇이 다를까. 웅진그룹 윤석금 회장은 그 답을 ‘긍정의 말’에서 찾는다. “나는 운이 좋다”, “나는 할 수 있다”, “실패해도 다시 시작하면 된다”라고 말하는 사람 곁에는 행운이 모이고, “왜 나만 이럴까”라고 말하는 사람은 스스로 앞길을 가린다.
이 책은 학자의 연구도, 어딘가에서 인용해 온 이론도 아니다. 저자가 직접 밝히듯 “50여 년 동안 내가 부딪치면서 성공하고 때로 실패했던 순간들에서 살아남은 말들”이다. 스물일곱 살에 백과사전 세일즈를 시작해 전 세계에서 브리태니커를 가장 많이 판 판매왕이 된 이야기, 100만 원짜리 정수기를 월 2만 7천 원에 빌려주는 역발상으로 ‘렌털(구독)’이라는 거대한 시장을 열어젖힌 이야기, 부도 직전의 회사를 시가총액 7조 원 기업으로 키운 이야기까지, 그 모든 성취의 밑바탕에 ‘긍정의 말’이 있었다.",윤석금,리더스북,2026-07-20,18500,16650,10,0,8,10.0,자기계발,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788901300191.jpg
S000211748790,16,수족관,"소설 ‘수족관’은 보육 시설에서 자라난 인물 ‘류이치’가, 먼저 보육 시설에서 도망쳐나온 인물 ‘아카리’를 만나 겪게 되는 일들을 그려낸다. 
이 두 인물은 자신들이 가진 뿌리 깊은 과거와 상처, 그 이야기가 만들어낸 수족관에서 만나 입을 맞추고, 서로의 숨을 훔쳐가면서도 언젠가 오키나와의 너른 바다에 도착하는 꿈을 나눈다. 
이 둘은 수족관을 벗어나 눈부신 햇살 아래 들려오는 파도 소리를 들을 수 있을까.",유래혁,포스터샵,2024-01-11,17700,15930,10,0,108,9.41,소설,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791198547514.jpg
S000220279880,17,사람 보는 눈이 없는 당신에게,"“누구와 함께할 것인가”

애착 · 성격 · 투사 · 행동 신호로
관계가 어려워지는 심리를 짚고, 
더 이상 상처받지 않기 위한 ‘나와 맞는 사람’ 찾는 법

100만 팔로워와 누적 조회 수 1억 회를 돌파한
심리 콘텐츠 크리에이터 ‘과즙너구리’의 기대작!

사람을 대하는 일은 언제나 어렵지만, 특히 ‘좋은 사람’인 줄 알았던 이에게 전혀 예상치 못한 상처를 입었을 때의 충격은 단순히 감정의 문제를 넘어 삶을 뿌리째 흔들곤 한다. 우리는 흔히 이런 일을 겪을 때 자신의 운을 탓하거나 사람 보는 눈이 없음을 자책하곤 한다. 하지만 인간관계에서 반복되는 실패는 당신의 인격이나 운의 문제가 아니다. 인간의 심리적 기제를 파악하는 ‘안목’이라는 기술을 배우지 못한 결과에 가깝다. 이러한 관계의 악순환을 끊어내려면 막연한 조언이 아니라 상대를 선명하게 들여다볼 수 있는 고해상도의 렌즈가 필요하다. 그리고 바로 그 렌즈를 제공하는 이가 중국 최고의 지식 공유 플랫폼에서 수백만 독자의 인간관계를 상담해 온 실전 심리전문가 궈즈리다.

그녀가 수천 시간의 상담과 방대한 데이터 속에서 길어 올린 결론은 분명하다. 우리가 누군가를 오해하고 상처받는 이유는, 겉모습 뒤에 숨겨진 그 사람의 심리적 설계도를 읽지 못했기 때문이다. 이 책은 이 복잡한 인간관계의 메커니즘을 애착 이론과 성격 분석, 그리고 투사 심리학을 결합한 5단계 사람 읽는 공식으로 알려준다. 애착 유형을 통해 관계의 출발점에서 이미 나타나는 차이를 읽고, 성격 구조를 통해 반복되는 행동의 방향을 파악하며, 투사라는 개념을 통해 상대가 드러내는 감정이 무엇을 의미하는지 해석한다. 여기에 더해 눈동자나 몸짓 같은 비언어적 신호를 통해 말로 설명되지 않는 부분까지 읽어낼 수 있도록 돕는다. 상대를 읽고 이해하는 안목이 생기면 자연스레 곁에 둘 사람과 거리를 두어야 할 사람을 가려내는 선별의 기준이 서고, 이는 곧 타인의 기분에 휩쓸리지 않고 자신의 일상을 온전히 지켜내는 힘으로 이어진다. 

이 책은 50건 이상의 실제 사례와 10가지 이상의 자기 평가 도구를 담아, 모호한 이론이 아닌 삶에 바로 적용할 수 있는 구체적인 방법을 제시한다. 사람의 마음을 이해하는 일은 생각보다 어렵지 않다. 중요한 것은, 그 마음에 다가가는 올바른 방법을 아는 것이다. 사람에게 상처받지 않는 길은 그 사람의 실체를 정확히 읽어내고, 내가 감당할 수 있는 만큼의 경계를 분명히 세우는 안목을 갖추는 데 있다. 이 책은 그 단순하지만 단단한 원칙을 전한다. 이제 자책을 멈추고 이 정교한 심리 공식을 손에 쥔다면, 관계 갈등으로 더 이상 상처받는 사람이 아니라 관계의 흐름을 읽는 관찰자로서 흔들림 없이 삶을 지켜낼 수 있을 것이다.",궈즈리,지니의서재,2026-07-10,18800,16920,10,0,6,10.0,자기계발,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791194620365.jpg
S000220573912,18,황천의 츠가이: 봉 11(특별판),None,Hiromu Arakawa,대원씨아이,2026-07-31,28500,25650,10,0,0,0.0,만화,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791142358784.jpg
S000220273403,19,공부가 즐겁다는 공자의 말을 믿어도 될까,"공부와 인간관계 등으로 인해 급속도로 고민이 많아지는 청소년기. 하지만 자아 성장에 있어 그 어느 때보다 중요한 이 시기에 사회는 빠르게 변화하고 있고 친구도, 부모도, 선생님도 청소년의 고민에 시원하게 대답해 주지 않는다. 그럴 때 『논어』야 말로 최고의 동반자가 되어 줄 수 있다. ‘내가 어떤 성격의 사람인지, 다른 사람들은 어떤 생각을 하며 사는지, 이 세상은 어떻게 돌아가는지’ 잘 이해할 수 있게 하는 책이기 때문이다. 
『논어』는 ‘말을 편집했다’는 뜻을 지니고 있다. 공자와 그 제자들의 대화와 삶을 대하는 자세, 태도를 편집하고 기록한 책이기 때문이다. 그런데 왜 21세기를 살아가는 우리가 2천5백 년 전 이들의 대화를 주목해야 할까? 이 질문에 답하기 위해, 베스트셀러 작가인 판덩은 청소년의 눈높이에 맞춰서 공자의 삶과 지혜를 흥미롭게 풀어낸 책 『공부가 즐겁다는 공자의 말을 믿어도 될까』를 집필했다.

『논어』는 2천5백 년 전에 쓰였지만, 현재도 우리 삶에 많은 가르침을 주고 있다. 특히 『논어』에는 학습에 대한 심오하고도 진지한 고민이 엿보인다. 늘 무언가를 고민하고, 하루를 복기하며, 더 나은 내일을 위해 배우려는 공자의 자세는 AI와 양자 혁명 등 빠르게 변화하는 시대를 살아가는 현대인이 반드시 갖춰야 할 태도이다. 그런데 이는 단순히 인생 공부에만 국한되는 것이 아니다. 하루하루 학습에 매진해야 하는 청소년에게도 해당하는 태도이다. ‘공부’는 단순하고 얄팍하게 참고서나 문제집만 풀이하고 이해하는 것이 아니라, 진짜 우리의 삶과 연결성을 지녀야 한다. 실생활에 적용할 수 있는 학문이야말로 ‘살아 있는’ 학문인 것이다. 
따라서 이 책 『공부가 즐겁다는 공자의 말을 믿어도 될까』의 핵심 내용은 ‘배움’이다. 하지만 여기서 배움은 단순히 책을 읽고 읊는 배움이 아니라 공부나 친구 관계, 인격이나 일상 모든 것에 대한 배움이다. 이것이야말로 공자가 강조했던 ‘일이관지(一以貫之)’, 즉 한 가지 이치로 모든 일을 꿰뚫어 본다는 진리를 구현하게 하는 것이다. 따라서 이 책은 친구 관계로 일상생활을, 일상생활로 사람의 성격을, 개인의 성격과 인격으로 삶을 통찰하게 돕는다. 흔들리는 청소년 시기에 무엇을 기준으로 세상을 살아가고 어떤 의미를 찾아 행복한 삶을 만들어 가야 할지, 그 길을 제시한다.",판덩,이든서재,2026-07-10,18500,16650,10,0,6,10.0,청소년,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791194812258.jpg
S000220340903,20,코스모스(100만부 기념판),"칼 세이건(Carl Sagan)의 「코스모스(Cosmos)」가 2026년 4월 말일 기준으로 누적 판매 부수 100만 부를 돌파했다. 2004년 고(故) 홍승수 서울대 천문학과 교수의 번역으로 양장본의 완전판이 출간된 지 22년 만에, 그리고 2006년 칼 세이건 서거 10주기를 기념해 특별판이 출간된 지 20년 만에 금자탑을 세운 것이다. 720쪽이 넘는 방대한 분량의 벽돌책이 밀리언셀러를 기록한 것은 대한민국 출판 역사상 아주 드문 사건이다. 
「코스모스」 100만 부 돌파는 여러 판본의 판매를 합산한 것이다. 이 부수는 먼저 1980년에 출간된 원서의 도판을 빠짐없이 오롯이 실은, 2004년 12월 20일에 출간된 「사이언스 클래식」 4권 양장본 완전판 11만 5000부, 그다음 2006년 12월 20일에 「칼 세이건 서거 10기 특별판」으로 출간된 반양장본 보급판 87만 6000부, 그리고 전자책 3만 8000부와 진중문고판 1만 3000부 등으로 이루어져 있다. 반양장본에서 고급 양장본까지, 전자책에서 군납 도서까지 다양한 판본과 다양한 가격대로 출간된 이 책이 밀리언셀러의 고지를 밟았다는 것은 우리 사회의 과학 교양, 또는 소양이 특정 계층, 특정 연령대에 한정되어 있지 않고 종합적으로 성숙했음을 보여 주는 기념비적인 지표라고 볼 수 있다. 
특히 일론 머스크 등 칼 세이건의 책과 다큐멘터리를 보고 자란 ‘코스모스 세대’가 새로운 우주 개척의 시대에 나서고 있는 지금, 「코스모스」는 다시금 주목을 받고 있다. 2020년 앤 드루얀이 「코스모스」의 정식 후속작이라고 할 「코스모스: 가능한 세계들(Cosmos: Possible Worlds)」을 출간하고, 동명의 다큐멘터리가 내셔널 지오그래픽 채널과 디즈니플러스 OTT 서비스로 전 세계 172개국에서 방영되어 칼 세이건의 「코스모스」의 정신이 죽지 않았음을 입증했다. (이 책의 한국어판은 누적 5만 3000부 판매되었다.) 
또한 유튜브를 비롯한 뉴미디어 플랫폼에서도 수많은 과학 교양 채널과 도서 소개 프로그램에서 가치가 재조명되고 있다. 스타 과학자들과 인플루언서 북튜버 들에 의해 “인간으로서의 존엄과 지적 교양을 갖추기 위해 반드시 통과해야 할 관문”, 혹은 “교양인이라면 죽기 전에 꼭 넘어야 할 산”, 혹은 “우주 앞에서 인간이 얼마나 겸손하면서도 존엄한 존재인지 깨닫게 하는 책” 등의 말로 적극 추천받고 있고, AI 시대 도래 이후 넘치는 AI 생성 텍스트에 지친 20, 30대 독자들에 의해 폭발적으로 재발견되고 있다. 그 결과인지 2025년 동기 대비 판매 부수가 25퍼센트 이상 증가하고 있다.
㈜사이언스북스에서는 이번 「코스모스」 누적 판매 부수 100만 부 돌파를 기념해 표지를 교체한 리커버판 「코스모스: 100만 부 기념판」을 출간한다. 기존에 출간되던 반양장본의 표지를 1980년 칼 세이건의 다큐멘터리가 방영되던 당시 미국에서 출간되었던 랜덤하우스 출간 초판본의 표지로 교체한 것인데, 앞표지의 그림은 「코스모스」의 책과 다큐멘터리 곳곳을 장식하고 있는 천문 우주 일러스트레이션의 대가 아돌프 샬러(Adolf Schaller, 1956∼2024년)의 작품이고, 뒤표지의 사진은 다큐멘터리 출연 당시 칼 세이건의 사진이다. 본문 내용은 기존의 반양장본 특별판과 다름이 없지만, 이 원서 초판본 표지를 기억하는 눈 밝은 독자나, 아돌프 샬러가 그린 그림이 1980년 당시 인류가 상상할 수 있었던 가장 먼 천체 중 하나인 구상 성단의 퀘이사를 그린 것임을 알아채는 과학 소양 풍부한 독자라면 이 「코스모스: 100만 부 기념판」의 소장 가치와 추천 가치를 알아볼 것이다.
이 책은 2026년 6월 24일부터 개최되는 2026 서울 국제 도서전에서 서점보다 먼저 최초 공개, 판매된다. 올해 창립 60주년을 맞이한 민음사 출판 그룹의 부스에 마련된 ㈜사이언스북스 코너에서 이 책을 가장 먼저 만나 볼 수 있으며, ㈜사이언스북스 코너를 찾아 주는 독자들을 위해 매일 선착순 100명을 대상으로 이 기념판의 표지를 활용한 엘홀더를 증정한다. 공식적인 서점 판매는 주요 서점별 굿즈 이벤트와 함께 이번 달 말일부터 이루어질 예정이다.
그리고 올해는 칼 세이건의 서거 30주기이기도 하다. 이에 ㈜사이언스북스에서는 다채로운 출판 기획을 준비 중에 있다. 자세한 정보는 추후 공개할 예정이다.",칼 세이건,사이언스북스,2026-06-30,22000,19800,10,0,31,10.0,과학,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791124336083.jpg
S000219813471,21,완자 고등 물질과 에너지(2026),"- 2022개정 교육과정의 4종 교과서를 완벽 분석하여 물질과 에너지의 핵심 개념을 쉽고 체계적으로 정리하였습니다. 
- 혼자서도 교과 개념을 익히고 내신 시험을 준비할 수 있는 ‘완벽한 자율 학습서’입니다.
- 고난도 문제로 내신 1등급에 도전할 수 있습니다.",이성학 외,비상교육,2026-05-01,20000,18000,10,0,32,9.6,중/고등참고서,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791173167980.jpg
S000218781780,22,"2026 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)","〈2026 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)〉는 2025년 76회 시험부터 2023년 67회 시험까지 최신 기출문제 10회분, 총 500문항으로 구성되었습니다. '기출 BOOK'은 실제 시험지를 그대로 구현하여 실전과 같은 문제풀이가 가능하며, '해설 BOOK'은 모든 선택지의 자세한 해설뿐만 아니라 기출 선택지와 핵심 내용도 수록하여 중요 개념을 반복적으로 학습할 수 있어 한 권으로 기출문제 풀이뿐만 아니라 개념까지 다질 수 있습니다.

▣ 제시된 이미지는 책의 뒤표지입니다. 
〈2026 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)〉의 앞표지는 1억원 기부를 통해 사랑의 열매 '아너 소사이어티'에 가입되도록 함께 지원해 주신 최태성 1, 2TV 별님들로 구성되었습니다.",최태성,이투스북,2025-12-16,22000,19800,10,0,249,9.95,인문,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791138934459.jpg
S000216796615,23,안녕이라 그랬어(집에디션 리커버),"소설가 김애란이 『바깥은 여름』(문학동네, 2017) 이후 팔 년 만에 새 소설집으로 돌아왔다. “사회적 공간 속을 떠다니는 감정의 입자를 포착하고 그것에 명료한 표현을 부여하는 특유의 능력을 예리하게 발휘한 소설”이라는 평과 함께 2022 김승옥문학상 우수상을 수상한 「홈 파티」와 2022 오영수문학상 수상작인 「좋은 이웃」을 비롯해 총 일곱 편의 단편이 수록된 『안녕이라 그랬어』는 강력한 정서적 호소력과 딜레마적 물음으로 한 세계를 중층적으로 쌓아올리는 특장이 여전히 발휘되는 가운데, 이전보다 조금은 서늘하고 비정해진 김애란을 만날 수 있다. 
이번 소설집의 주인공은 ‘공간’이라고도 할 수 있다. “많은 희곡 속 사건은 ‘초대’와 ‘방문’, ‘침입’과 ‘도주’로 시작됐다”(「홈 파티」, 42쪽)라는 소설 속 표현처럼, 이번 책에서는 인물들이 누군가의 공간을 방문하면서 이야기가 펼쳐진다. 그곳은 집주인의 미감과 여유를 짐작하게 하는 우아하고 안정적인 공간이거나(「홈 파티」), 값싼 물가와 저렴한 체류 비용 덕분에 한 달 여행이라는 “생애 처음으로 누리는 사치”를 가능하게 하는 해외의 단독주택이다(「숲속 작은 집」). 또는 정성스레 가꾸고 사용해왔지만 이제는 새 집주인을 위해 이사 준비를 해야 하는 전셋집이거나(「좋은 이웃」), 회사를 관두고 그간 모은 돈을 전부 털어 문을 연 책방이기도 하다(「레몬케이크」). 『안녕이라 그랬어』에서 공간이 중요한 이유는 그곳이 단순히 이야기의 배경으로 기능하는 게 아니라 인물들의 삶 그 자체와 같기 때문이다. 특히 우리 사회에서 ‘방 한 칸’이 가지는 의미를 남다른 통찰력으로 묘사해온 바 있는 김애란에게 어떤 공간은 누군가의 경제적, 사회적 지표를 가늠하게 하는 장소이자 한 사람의 내력이 고스란히 담긴 총체적이고 복합적인 장소이다. 때문에 이번 소설집에서 공간을 둘러싸고 벌어지는 갈등은 서로의 삶의 기준이 맞부딪치는 일이라고 할 수 있다. 다른 사람의 공간으로 들어가는 것은, 달리 말하면 나로 살아온 삶의 테두리를 벗어나는 사건인 것이다. 
김애란은 「홈 파티」에서 다음과 같이 질문한다. “한 사람이 다른 사람의 자리에 서보는 건 얼마나 어려운 일인가?”(24쪽) 타인의 공간을 방문하는 일은 다른 사람을 이해하는 확장의 길이 될까, 아니면 서로의 기준을 꺾어 누르는 침입의 길이 될까. 어느 때보다 ‘나’라는 테두리를 벗어나 ‘우리’로 나아가기 어려운 현실 속에서, 눈앞의 풍경과 나와 관계 맺는 사람이 돈으로 치환 가능한 숫자가 되어가는 현실 속에서 김애란의 질문은 더욱 절실하게 다가온다. 그리고 그 질문은 이렇게 바꿔 물을 수 있다. 공통의 포기와 낙담을 경험하고 다시금 새로운 출발선이 펼쳐졌을 때, 과연 그전과 무엇이 달라졌고 무엇이 지켜졌느냐고. 또는 무엇이 달라지고 무엇이 지켜져야만 하느냐고. 그것은 바로 누군가에게 안녕과 평안을 묻는 일이 더없이 간절해진 지금 우리에게 필요한 김애란식의 인사일 것이다.",김애란,문학동네,2025-06-20,16800,15120,10,0,1064,9.7,소설,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791141602376.jpg
